Orthogroup	Vicia_faba-Fabales-Fabaceae-Vicia-1.prot	Vicia_faba-Fabales-Fabaceae-Vicia-2.prot
OG0011968	Vfaba.Tiffany.R1.1g076720.1	Vfaba.Hedin2.R1.1g104160.1
OG0011969	Vfaba.Tiffany.R1.1g076760.1	Vfaba.Hedin2.R1.1g104240.1
OG0011970	Vfaba.Tiffany.R1.1g076800.1	Vfaba.Hedin2.R1.1g104320.1
OG0011971	Vfaba.Tiffany.R1.1g077280.1	Vfaba.Hedin2.R1.1g104920.1
OG0011972	Vfaba.Tiffany.R1.1g077480.1	Vfaba.Hedin2.R1.1g105320.1
OG0011973	Vfaba.Tiffany.R1.1g077520.1	Vfaba.Hedin2.R1.1g105360.1
OG0011974	Vfaba.Tiffany.R1.1g077560.1	Vfaba.Hedin2.R1.1g105400.1
OG0011975	Vfaba.Tiffany.R1.1g077640.1	Vfaba.Hedin2.R1.1g105520.1
OG0011976	Vfaba.Tiffany.R1.1g077680.1	Vfaba.Hedin2.R1.1g105600.1
OG0011977	Vfaba.Tiffany.R1.1g077760.1	Vfaba.Hedin2.R1.1g105680.1
OG0011978	Vfaba.Tiffany.R1.1g077800.1	Vfaba.Hedin2.R1.1g105720.1
OG0011979	Vfaba.Tiffany.R1.1g077840.1	Vfaba.Hedin2.R1.1g105760.1
OG0011980	Vfaba.Tiffany.R1.1g077880.1	Vfaba.Hedin2.R1.1g105800.1
OG0011981	Vfaba.Tiffany.R1.1g077920.1	Vfaba.Hedin2.R1.1g106040.1
OG0011982	Vfaba.Tiffany.R1.1g078080.1	Vfaba.Hedin2.R1.1g106280.1
OG0011983	Vfaba.Tiffany.R1.1g078160.1	Vfaba.Hedin2.R1.1g106360.1
OG0011984	Vfaba.Tiffany.R1.1g078240.1	Vfaba.Hedin2.R1.1g106480.1
OG0011985	Vfaba.Tiffany.R1.1g078320.1	Vfaba.Hedin2.R1.1g106560.1
OG0011986	Vfaba.Tiffany.R1.1g078400.1	Vfaba.Hedin2.R1.1g106640.1
OG0011987	Vfaba.Tiffany.R1.1g078440.1	Vfaba.Hedin2.R1.1g106720.1
OG0011988	Vfaba.Tiffany.R1.1g078600.1	Vfaba.Hedin2.R1.Ung024000.1
OG0011989	Vfaba.Tiffany.R1.1g078640.1	Vfaba.Hedin2.R1.1g107040.1
OG0011990	Vfaba.Tiffany.R1.1g078760.1	Vfaba.Hedin2.R1.1g107400.1
OG0011991	Vfaba.Tiffany.R1.1g078800.1	Vfaba.Hedin2.R1.1g107440.1
OG0011992	Vfaba.Tiffany.R1.1g078880.1	Vfaba.Hedin2.R1.1g107520.1
OG0011993	Vfaba.Tiffany.R1.1g078920.1	Vfaba.Hedin2.R1.1g107560.1
OG0011994	Vfaba.Tiffany.R1.1g078960.1	Vfaba.Hedin2.R1.1g107600.1
OG0011995	Vfaba.Tiffany.R1.1g079000.1	Vfaba.Hedin2.R1.1g107640.1
OG0011996	Vfaba.Tiffany.R1.1g079040.1	Vfaba.Hedin2.R1.1g107720.1
OG0011997	Vfaba.Tiffany.R1.1g079120.1	Vfaba.Hedin2.R1.1g107800.1
OG0011998	Vfaba.Tiffany.R1.1g079200.1	Vfaba.Hedin2.R1.1g107960.1
OG0011999	Vfaba.Tiffany.R1.1g079240.1	Vfaba.Hedin2.R1.1g108000.1
OG0012000	Vfaba.Tiffany.R1.1g079320.1	Vfaba.Hedin2.R1.1g108080.1
OG0012001	Vfaba.Tiffany.R1.1g079360.1	Vfaba.Hedin2.R1.1g108120.1
OG0012002	Vfaba.Tiffany.R1.1g079400.1	Vfaba.Hedin2.R1.1g108160.1
OG0012003	Vfaba.Tiffany.R1.1g079480.1	Vfaba.Hedin2.R1.1g108200.1
OG0012004	Vfaba.Tiffany.R1.1g079520.1	Vfaba.Hedin2.R1.1g108240.1
OG0012005	Vfaba.Tiffany.R1.1g079560.1	Vfaba.Hedin2.R1.1g108280.1
OG0012006	Vfaba.Tiffany.R1.1g079640.1	Vfaba.Hedin2.R1.1g108320.1
OG0012007	Vfaba.Tiffany.R1.1g079760.1	Vfaba.Hedin2.R1.1g108360.1
OG0012008	Vfaba.Tiffany.R1.1g079800.1	Vfaba.Hedin2.R1.1g108400.1
OG0012009	Vfaba.Tiffany.R1.1g079840.1	Vfaba.Hedin2.R1.1g108440.1
OG0012010	Vfaba.Tiffany.R1.1g079960.1	Vfaba.Hedin2.R1.1g108520.1
OG0012011	Vfaba.Tiffany.R1.1g080000.1	Vfaba.Hedin2.R1.1g108560.1
OG0012012	Vfaba.Tiffany.R1.1g080080.1	Vfaba.Hedin2.R1.1g108640.1
OG0012013	Vfaba.Tiffany.R1.1g080120.1	Vfaba.Hedin2.R1.1g108760.1
OG0012014	Vfaba.Tiffany.R1.1g080240.1	Vfaba.Hedin2.R1.1g108920.1
OG0012015	Vfaba.Tiffany.R1.1g080280.2	Vfaba.Hedin2.R1.1g109000.2
OG0012016	Vfaba.Tiffany.R1.1g080280.1	Vfaba.Hedin2.R1.1g109000.1
OG0012017	Vfaba.Tiffany.R1.1g080360.1	Vfaba.Hedin2.R1.1g109280.1
OG0012018	Vfaba.Tiffany.R1.1g080400.1	Vfaba.Hedin2.R1.1g109320.1
OG0012019	Vfaba.Tiffany.R1.1g080600.1	Vfaba.Hedin2.R1.1g109440.1
OG0012020	Vfaba.Tiffany.R1.1g080760.1	Vfaba.Hedin2.R1.1g109680.1
OG0012021	Vfaba.Tiffany.R1.1g080880.1	Vfaba.Hedin2.R1.1g109760.1
OG0012022	Vfaba.Tiffany.R1.1g080960.1	Vfaba.Hedin2.R1.1g109800.1
OG0012023	Vfaba.Tiffany.R1.1g081000.1	Vfaba.Hedin2.R1.1g109840.1
OG0012024	Vfaba.Tiffany.R1.1g081040.1	Vfaba.Hedin2.R1.1g109920.1
OG0012025	Vfaba.Tiffany.R1.1g081120.1	Vfaba.Hedin2.R1.1g109960.1
OG0012026	Vfaba.Tiffany.R1.1g081160.1	Vfaba.Hedin2.R1.1g110000.1
OG0012027	Vfaba.Tiffany.R1.1g081240.1	Vfaba.Hedin2.R1.1g110080.1
OG0012028	Vfaba.Tiffany.R1.1g081280.1	Vfaba.Hedin2.R1.1g110120.1
OG0012029	Vfaba.Tiffany.R1.1g081320.1	Vfaba.Hedin2.R1.1g110240.1
OG0012030	Vfaba.Tiffany.R1.1g081360.1	Vfaba.Hedin2.R1.1g110280.1
OG0012031	Vfaba.Tiffany.R1.1g081400.1	Vfaba.Hedin2.R1.1g110320.1
OG0012032	Vfaba.Tiffany.R1.1g081440.1	Vfaba.Hedin2.R1.1g110520.1
OG0012033	Vfaba.Tiffany.R1.1g081480.1	Vfaba.Hedin2.R1.1g110600.1
OG0012034	Vfaba.Tiffany.R1.1g081560.1	Vfaba.Hedin2.R1.1g110680.1
OG0012035	Vfaba.Tiffany.R1.1g081600.1	Vfaba.Hedin2.R1.1g110760.1
OG0012036	Vfaba.Tiffany.R1.1g081680.1	Vfaba.Hedin2.R1.1g110840.1
OG0012037	Vfaba.Tiffany.R1.1g081720.1	Vfaba.Hedin2.R1.1g110880.1
OG0012038	Vfaba.Tiffany.R1.1g081800.1	Vfaba.Hedin2.R1.1g110920.1
OG0012039	Vfaba.Tiffany.R1.1g081840.1	Vfaba.Hedin2.R1.1g111000.1
OG0012040	Vfaba.Tiffany.R1.1g081880.1, Vfaba.Tiffany.R1.6g043240.1	
OG0012041	Vfaba.Tiffany.R1.1g081920.1	Vfaba.Hedin2.R1.1g111080.1
OG0012042	Vfaba.Tiffany.R1.1g082120.1	Vfaba.Hedin2.R1.1g111360.1
OG0012043	Vfaba.Tiffany.R1.1g082200.1	Vfaba.Hedin2.R1.1g111480.1
OG0012044	Vfaba.Tiffany.R1.1g082280.1	Vfaba.Hedin2.R1.1g111520.1
OG0012045	Vfaba.Tiffany.R1.1g082680.1	Vfaba.Hedin2.R1.1g111720.1
OG0012046	Vfaba.Tiffany.R1.1g082720.1	Vfaba.Hedin2.R1.1g111760.1
OG0012047	Vfaba.Tiffany.R1.1g082800.1	Vfaba.Hedin2.R1.1g111880.1
OG0012048	Vfaba.Tiffany.R1.1g082840.1	Vfaba.Hedin2.R1.1g111920.1
OG0012049	Vfaba.Tiffany.R1.1g082920.1	Vfaba.Hedin2.R1.1g112080.1
OG0012050	Vfaba.Tiffany.R1.1g082960.1	Vfaba.Hedin2.R1.1g112120.1
OG0012051	Vfaba.Tiffany.R1.1g083000.1	Vfaba.Hedin2.R1.1g112200.1
OG0012052	Vfaba.Tiffany.R1.1g083040.1	Vfaba.Hedin2.R1.1g112240.1
OG0012053	Vfaba.Tiffany.R1.1g083080.1	Vfaba.Hedin2.R1.1g112320.1
OG0012054	Vfaba.Tiffany.R1.1g083120.1	Vfaba.Hedin2.R1.1g112440.1
OG0012055	Vfaba.Tiffany.R1.1g083200.1	Vfaba.Hedin2.R1.1g112600.1
OG0012056	Vfaba.Tiffany.R1.1g083240.1	Vfaba.Hedin2.R1.1g112640.1
OG0012057	Vfaba.Tiffany.R1.1g083280.1	Vfaba.Hedin2.R1.1g112720.1
OG0012058	Vfaba.Tiffany.R1.1g083320.1	Vfaba.Hedin2.R1.1g112760.1
OG0012059	Vfaba.Tiffany.R1.1g083360.1	Vfaba.Hedin2.R1.1g112800.1
OG0012060	Vfaba.Tiffany.R1.1g083400.1	Vfaba.Hedin2.R1.1g112840.1
OG0012061	Vfaba.Tiffany.R1.1g083560.1	Vfaba.Hedin2.R1.Ung065680.1
OG0012062	Vfaba.Tiffany.R1.1g083680.1	Vfaba.Hedin2.R1.1g113040.1
OG0012063	Vfaba.Tiffany.R1.1g084000.1	Vfaba.Hedin2.R1.1g113360.1
OG0012064	Vfaba.Tiffany.R1.1g084040.1	Vfaba.Hedin2.R1.1g113440.1
OG0012065	Vfaba.Tiffany.R1.1g084080.1	Vfaba.Hedin2.R1.1g113480.1
OG0012066	Vfaba.Tiffany.R1.1g084120.1	Vfaba.Hedin2.R1.1g113560.1
OG0012067	Vfaba.Tiffany.R1.1g084200.1	Vfaba.Hedin2.R1.1g113640.1
OG0012068	Vfaba.Tiffany.R1.1g084240.1	Vfaba.Hedin2.R1.1g113720.1
OG0012069	Vfaba.Tiffany.R1.1g084360.1	Vfaba.Hedin2.R1.1g113760.1
OG0012070	Vfaba.Tiffany.R1.1g084400.1	Vfaba.Hedin2.R1.1g113840.1
OG0012071	Vfaba.Tiffany.R1.1g084520.1	Vfaba.Hedin2.R1.1g113800.1
OG0012072	Vfaba.Tiffany.R1.1g084600.1, Vfaba.Tiffany.R1.1g084600.2	
OG0012073	Vfaba.Tiffany.R1.1g084880.1	Vfaba.Hedin2.R1.1g114520.1
OG0012074	Vfaba.Tiffany.R1.1g085120.1	Vfaba.Hedin2.R1.4g089680.1
OG0012075	Vfaba.Tiffany.R1.1g085200.1	Vfaba.Hedin2.R1.4g089840.1
OG0012076	Vfaba.Tiffany.R1.1g085240.1, Vfaba.Tiffany.R1.Ung022000.1	
OG0012077	Vfaba.Tiffany.R1.1g085320.1	Vfaba.Hedin2.R1.1g114640.1
OG0012078	Vfaba.Tiffany.R1.1g085360.1	Vfaba.Hedin2.R1.1g114680.1
OG0012079	Vfaba.Tiffany.R1.1g085400.1	Vfaba.Hedin2.R1.1g114720.1
OG0012080	Vfaba.Tiffany.R1.1g085440.1	Vfaba.Hedin2.R1.1g114760.1
OG0012081	Vfaba.Tiffany.R1.1g085480.1	Vfaba.Hedin2.R1.1g114800.1
OG0012082	Vfaba.Tiffany.R1.1g085520.1	Vfaba.Hedin2.R1.1g114880.1
OG0012083	Vfaba.Tiffany.R1.1g085560.1	Vfaba.Hedin2.R1.1g114920.1
OG0012084	Vfaba.Tiffany.R1.1g085680.1	Vfaba.Hedin2.R1.1g115000.1
OG0012085	Vfaba.Tiffany.R1.1g085720.1	Vfaba.Hedin2.R1.1g115040.1
OG0012086	Vfaba.Tiffany.R1.1g085760.1	Vfaba.Hedin2.R1.1g115080.1
OG0012087	Vfaba.Tiffany.R1.1g085800.1	Vfaba.Hedin2.R1.1g115120.1
OG0012088	Vfaba.Tiffany.R1.1g085840.1	Vfaba.Hedin2.R1.1g115160.1
OG0012089	Vfaba.Tiffany.R1.1g085920.1	Vfaba.Hedin2.R1.1g115200.1
OG0012090	Vfaba.Tiffany.R1.1g085960.1	Vfaba.Hedin2.R1.1g115240.1
OG0012091	Vfaba.Tiffany.R1.1g086080.1	Vfaba.Hedin2.R1.1g115320.1
OG0012092	Vfaba.Tiffany.R1.1g086160.1	Vfaba.Hedin2.R1.5g002640.1
OG0012093	Vfaba.Tiffany.R1.1g086200.1	Vfaba.Hedin2.R1.5g002680.1
OG0012094	Vfaba.Tiffany.R1.1g086240.1	Vfaba.Hedin2.R1.1g115440.1
OG0012095	Vfaba.Tiffany.R1.1g086320.1	Vfaba.Hedin2.R1.1g115480.1
OG0012096	Vfaba.Tiffany.R1.1g086360.1	Vfaba.Hedin2.R1.1g115560.1
OG0012097	Vfaba.Tiffany.R1.1g086440.1	Vfaba.Hedin2.R1.1g115680.1
OG0012098	Vfaba.Tiffany.R1.1g086640.1	Vfaba.Hedin2.R1.1g115960.1
OG0012099	Vfaba.Tiffany.R1.1g086720.1	Vfaba.Hedin2.R1.1g116080.1
OG0012100	Vfaba.Tiffany.R1.1g086760.1	Vfaba.Hedin2.R1.1g116120.1
OG0012101	Vfaba.Tiffany.R1.1g086800.1	Vfaba.Hedin2.R1.1g116160.1
OG0012102	Vfaba.Tiffany.R1.1g086840.1	Vfaba.Hedin2.R1.1g116280.1
OG0012103	Vfaba.Tiffany.R1.1g086880.2	Vfaba.Hedin2.R1.1g116360.2
OG0012104	Vfaba.Tiffany.R1.1g086880.1	Vfaba.Hedin2.R1.1g116360.1
OG0012105	Vfaba.Tiffany.R1.1g087000.1	Vfaba.Hedin2.R1.1g116560.1
OG0012106	Vfaba.Tiffany.R1.1g087040.1	Vfaba.Hedin2.R1.1g116600.1
OG0012107	Vfaba.Tiffany.R1.1g087080.1	Vfaba.Hedin2.R1.1g116640.1
OG0012108	Vfaba.Tiffany.R1.1g087280.1	Vfaba.Hedin2.R1.1g116920.1
OG0012109	Vfaba.Tiffany.R1.1g087320.1	Vfaba.Hedin2.R1.1g117000.1
OG0012110	Vfaba.Tiffany.R1.1g087440.1	Vfaba.Hedin2.R1.1g117360.1
OG0012111	Vfaba.Tiffany.R1.1g087480.1	Vfaba.Hedin2.R1.1g117400.1
OG0012112	Vfaba.Tiffany.R1.1g087520.1	Vfaba.Hedin2.R1.1g117440.1
OG0012113	Vfaba.Tiffany.R1.1g087560.1	Vfaba.Hedin2.R1.5g192320.1
OG0012114	Vfaba.Tiffany.R1.1g087720.1	Vfaba.Hedin2.R1.1g117560.1
OG0012115	Vfaba.Tiffany.R1.1g087760.1	Vfaba.Hedin2.R1.1g117640.1
OG0012116	Vfaba.Tiffany.R1.1g087800.1	Vfaba.Hedin2.R1.1g117680.1
OG0012117	Vfaba.Tiffany.R1.1g087840.1	Vfaba.Hedin2.R1.1g117720.1
OG0012118	Vfaba.Tiffany.R1.1g087920.1	Vfaba.Hedin2.R1.1g117880.1
OG0012119	Vfaba.Tiffany.R1.1g087960.1	Vfaba.Hedin2.R1.1g117960.1
OG0012120	Vfaba.Tiffany.R1.1g088000.1	Vfaba.Hedin2.R1.1g118000.1
OG0012121	Vfaba.Tiffany.R1.1g088040.1	Vfaba.Hedin2.R1.1g118040.1
OG0012122	Vfaba.Tiffany.R1.1g088080.1	Vfaba.Hedin2.R1.1g118080.1
OG0012123	Vfaba.Tiffany.R1.1g088160.1	Vfaba.Hedin2.R1.1g118160.1
OG0012124	Vfaba.Tiffany.R1.1g088240.1	Vfaba.Hedin2.R1.1g118280.1
OG0012125	Vfaba.Tiffany.R1.1g088320.1	Vfaba.Hedin2.R1.1g118360.1
OG0012126	Vfaba.Tiffany.R1.1g088400.1	Vfaba.Hedin2.R1.1g118400.1
OG0012127	Vfaba.Tiffany.R1.1g088440.1	Vfaba.Hedin2.R1.1g118440.1
OG0012128	Vfaba.Tiffany.R1.1g088520.1	Vfaba.Hedin2.R1.Ung065360.1
OG0012129	Vfaba.Tiffany.R1.1g088600.1	Vfaba.Hedin2.R1.1g118520.1
OG0012130	Vfaba.Tiffany.R1.1g088880.1	Vfaba.Hedin2.R1.1g118600.1
OG0012131	Vfaba.Tiffany.R1.1g089000.1	Vfaba.Hedin2.R1.1g118720.1
OG0012132	Vfaba.Tiffany.R1.1g089040.1	Vfaba.Hedin2.R1.1g118760.1
OG0012133	Vfaba.Tiffany.R1.1g089080.1	Vfaba.Hedin2.R1.1g118800.1
OG0012134	Vfaba.Tiffany.R1.1g089160.1	Vfaba.Hedin2.R1.1g118880.1
OG0012135	Vfaba.Tiffany.R1.1g089200.1	Vfaba.Hedin2.R1.1g118920.1
OG0012136	Vfaba.Tiffany.R1.1g089520.1	Vfaba.Hedin2.R1.1g119400.1
OG0012137	Vfaba.Tiffany.R1.1g089560.1	Vfaba.Hedin2.R1.1g119440.1
OG0012138	Vfaba.Tiffany.R1.1g089600.1	Vfaba.Hedin2.R1.1g119480.1
OG0012139	Vfaba.Tiffany.R1.1g089800.1	Vfaba.Hedin2.R1.1g119640.1
OG0012140	Vfaba.Tiffany.R1.1g089880.1	Vfaba.Hedin2.R1.1g119720.1
OG0012141	Vfaba.Tiffany.R1.1g089920.1	Vfaba.Hedin2.R1.1g119760.1
OG0012142	Vfaba.Tiffany.R1.1g090080.1	Vfaba.Hedin2.R1.2g236840.1
OG0012143	Vfaba.Tiffany.R1.1g090160.1	Vfaba.Hedin2.R1.1g119920.1
OG0012144	Vfaba.Tiffany.R1.1g090200.1	Vfaba.Hedin2.R1.1g120000.1
OG0012145	Vfaba.Tiffany.R1.1g090240.1	Vfaba.Hedin2.R1.1g120040.1
OG0012146	Vfaba.Tiffany.R1.1g090480.1	Vfaba.Hedin2.R1.1g120400.1
OG0012147	Vfaba.Tiffany.R1.1g090520.1	Vfaba.Hedin2.R1.1g120440.1
OG0012148	Vfaba.Tiffany.R1.1g090560.1	Vfaba.Hedin2.R1.1g120480.1
OG0012149	Vfaba.Tiffany.R1.1g090600.1	Vfaba.Hedin2.R1.1g120520.1
OG0012150	Vfaba.Tiffany.R1.1g090640.1	Vfaba.Hedin2.R1.1g120640.1
OG0012151	Vfaba.Tiffany.R1.1g090680.1	Vfaba.Hedin2.R1.1g120680.1
OG0012152	Vfaba.Tiffany.R1.1g090720.1	Vfaba.Hedin2.R1.1g120880.1
OG0012153	Vfaba.Tiffany.R1.1g090760.1	Vfaba.Hedin2.R1.1g120920.1
OG0012154	Vfaba.Tiffany.R1.1g090800.1	Vfaba.Hedin2.R1.1g120960.1
OG0012155	Vfaba.Tiffany.R1.1g090880.1	Vfaba.Hedin2.R1.1g121080.1
OG0012156	Vfaba.Tiffany.R1.1g090920.1	Vfaba.Hedin2.R1.1g121120.1
OG0012157	Vfaba.Tiffany.R1.1g090960.1	Vfaba.Hedin2.R1.1g121160.1
OG0012158	Vfaba.Tiffany.R1.1g091000.1	Vfaba.Hedin2.R1.1g121200.1
OG0012159	Vfaba.Tiffany.R1.1g091160.1	Vfaba.Hedin2.R1.1g121520.1
OG0012160	Vfaba.Tiffany.R1.1g091240.1	Vfaba.Hedin2.R1.1g121600.1
OG0012161	Vfaba.Tiffany.R1.1g091280.1	Vfaba.Hedin2.R1.1g121720.1
OG0012162	Vfaba.Tiffany.R1.1g091320.1	Vfaba.Hedin2.R1.1g121760.1
OG0012163	Vfaba.Tiffany.R1.1g091360.1	Vfaba.Hedin2.R1.1g121800.1
OG0012164	Vfaba.Tiffany.R1.1g091480.1	Vfaba.Hedin2.R1.1g122120.1
OG0012165	Vfaba.Tiffany.R1.1g091520.1	Vfaba.Hedin2.R1.1g122160.1
OG0012166	Vfaba.Tiffany.R1.1g091560.1	Vfaba.Hedin2.R1.1g122200.1
OG0012167	Vfaba.Tiffany.R1.1g091680.1	Vfaba.Hedin2.R1.1g122240.1
OG0012168	Vfaba.Tiffany.R1.1g091720.1	Vfaba.Hedin2.R1.1g122280.1
OG0012169	Vfaba.Tiffany.R1.1g091760.1	Vfaba.Hedin2.R1.1g122320.1
OG0012170	Vfaba.Tiffany.R1.1g091880.1	Vfaba.Hedin2.R1.1g122560.1
OG0012171	Vfaba.Tiffany.R1.1g091920.1	Vfaba.Hedin2.R1.1g122600.1
OG0012172	Vfaba.Tiffany.R1.1g091960.1	Vfaba.Hedin2.R1.1g122640.1
OG0012173	Vfaba.Tiffany.R1.1g092160.1	Vfaba.Hedin2.R1.1g123000.1
OG0012174	Vfaba.Tiffany.R1.1g092200.1	Vfaba.Hedin2.R1.1g123040.1
OG0012175	Vfaba.Tiffany.R1.1g092280.1	Vfaba.Hedin2.R1.1g123160.1
OG0012176	Vfaba.Tiffany.R1.1g092320.1	Vfaba.Hedin2.R1.1g123200.1
OG0012177	Vfaba.Tiffany.R1.1g092400.1	Vfaba.Hedin2.R1.1g123480.1
OG0012178	Vfaba.Tiffany.R1.1g092440.1	Vfaba.Hedin2.R1.1g123520.1
OG0012179	Vfaba.Tiffany.R1.1g092480.1	Vfaba.Hedin2.R1.1g123640.1
OG0012180	Vfaba.Tiffany.R1.1g092520.1	Vfaba.Hedin2.R1.1g123680.1
OG0012181	Vfaba.Tiffany.R1.1g092560.1	Vfaba.Hedin2.R1.1g123720.1
OG0012182	Vfaba.Tiffany.R1.1g092800.1	Vfaba.Hedin2.R1.1g124000.1
OG0012183	Vfaba.Tiffany.R1.1g092840.1	Vfaba.Hedin2.R1.1g124080.1
OG0012184	Vfaba.Tiffany.R1.1g093000.1	Vfaba.Hedin2.R1.1g124280.1
OG0012185	Vfaba.Tiffany.R1.1g093040.1	Vfaba.Hedin2.R1.1g124320.1
OG0012186	Vfaba.Tiffany.R1.1g093200.1	Vfaba.Hedin2.R1.1g124360.1
OG0012187	Vfaba.Tiffany.R1.1g093240.1	Vfaba.Hedin2.R1.1g124440.1
OG0012188	Vfaba.Tiffany.R1.1g093360.1	Vfaba.Hedin2.R1.1g124520.1
OG0012189	Vfaba.Tiffany.R1.1g093400.1	Vfaba.Hedin2.R1.1g124560.1
OG0012190	Vfaba.Tiffany.R1.1g093440.1	Vfaba.Hedin2.R1.1g124600.1
OG0012191	Vfaba.Tiffany.R1.1g093480.1	Vfaba.Hedin2.R1.1g124640.1
OG0012192	Vfaba.Tiffany.R1.1g093720.1	Vfaba.Hedin2.R1.1g124800.1
OG0012193	Vfaba.Tiffany.R1.1g093760.1	Vfaba.Hedin2.R1.1g124840.1
OG0012194	Vfaba.Tiffany.R1.1g093840.1	Vfaba.Hedin2.R1.1g124880.1
OG0012195	Vfaba.Tiffany.R1.1g093960.1, Vfaba.Tiffany.R1.1g136880.1	
OG0012196	Vfaba.Tiffany.R1.1g094160.1	Vfaba.Hedin2.R1.1g125920.1
OG0012197	Vfaba.Tiffany.R1.1g094240.1	Vfaba.Hedin2.R1.1g126080.1
OG0012198	Vfaba.Tiffany.R1.1g094320.1	Vfaba.Hedin2.R1.1g126160.1
OG0012199	Vfaba.Tiffany.R1.1g094440.1	Vfaba.Hedin2.R1.1g126280.1
OG0012200	Vfaba.Tiffany.R1.1g094520.1	Vfaba.Hedin2.R1.1g126240.1
OG0012201	Vfaba.Tiffany.R1.1g094600.1	Vfaba.Hedin2.R1.1g126360.1
OG0012202	Vfaba.Tiffany.R1.1g094640.1	Vfaba.Hedin2.R1.1g126480.1
OG0012203	Vfaba.Tiffany.R1.1g094720.1	Vfaba.Hedin2.R1.1g126560.1
OG0012204	Vfaba.Tiffany.R1.1g094760.1	Vfaba.Hedin2.R1.1g126600.1
OG0012205	Vfaba.Tiffany.R1.1g094960.1, Vfaba.Tiffany.R1.5g079480.1	
OG0012206	Vfaba.Tiffany.R1.1g095000.1	Vfaba.Hedin2.R1.1g126720.1
OG0012207	Vfaba.Tiffany.R1.1g095040.1	Vfaba.Hedin2.R1.1g126760.1
OG0012208	Vfaba.Tiffany.R1.1g095080.1	Vfaba.Hedin2.R1.1g126800.1
OG0012209	Vfaba.Tiffany.R1.1g095160.1	Vfaba.Hedin2.R1.1g126960.1
OG0012210	Vfaba.Tiffany.R1.1g095200.1	Vfaba.Hedin2.R1.1g127000.1
OG0012211	Vfaba.Tiffany.R1.1g095320.1	Vfaba.Hedin2.R1.1g127080.1
OG0012212	Vfaba.Tiffany.R1.1g095360.1	Vfaba.Hedin2.R1.1g127200.1
OG0012213	Vfaba.Tiffany.R1.1g095400.1	Vfaba.Hedin2.R1.1g127240.1
OG0012214	Vfaba.Tiffany.R1.1g095440.1	Vfaba.Hedin2.R1.1g127360.1
OG0012215	Vfaba.Tiffany.R1.1g095480.1	Vfaba.Hedin2.R1.1g127400.1
OG0012216	Vfaba.Tiffany.R1.1g095560.1	Vfaba.Hedin2.R1.1g127480.1
OG0012217	Vfaba.Tiffany.R1.1g095600.1	Vfaba.Hedin2.R1.1g127520.1
OG0012218	Vfaba.Tiffany.R1.1g095640.1	Vfaba.Hedin2.R1.1g127560.1
OG0012219	Vfaba.Tiffany.R1.1g095680.1	Vfaba.Hedin2.R1.1g127600.1
OG0012220	Vfaba.Tiffany.R1.1g095720.1	Vfaba.Hedin2.R1.1g127640.1
OG0012221	Vfaba.Tiffany.R1.1g095800.1	Vfaba.Hedin2.R1.1g127720.1
OG0012222	Vfaba.Tiffany.R1.1g096160.1	Vfaba.Hedin2.R1.1g127960.1
OG0012223	Vfaba.Tiffany.R1.1g096200.1	Vfaba.Hedin2.R1.1g128000.1
OG0012224	Vfaba.Tiffany.R1.1g096240.1	Vfaba.Hedin2.R1.1g128040.1
OG0012225	Vfaba.Tiffany.R1.1g096400.1	Vfaba.Hedin2.R1.1g128160.1
OG0012226	Vfaba.Tiffany.R1.1g096440.1	Vfaba.Hedin2.R1.1g128200.1
OG0012227	Vfaba.Tiffany.R1.1g096480.1	Vfaba.Hedin2.R1.1g128240.1
OG0012228	Vfaba.Tiffany.R1.1g096520.1	Vfaba.Hedin2.R1.1g128280.1
OG0012229	Vfaba.Tiffany.R1.1g096720.1	Vfaba.Hedin2.R1.1g128320.1
OG0012230	Vfaba.Tiffany.R1.1g096760.1	Vfaba.Hedin2.R1.1g128360.1
OG0012231	Vfaba.Tiffany.R1.1g096800.1	Vfaba.Hedin2.R1.1g128400.1
OG0012232	Vfaba.Tiffany.R1.1g096880.1, Vfaba.Tiffany.R1.5g112160.1	
OG0012233	Vfaba.Tiffany.R1.1g096920.1	Vfaba.Hedin2.R1.1g128600.1
OG0012234	Vfaba.Tiffany.R1.1g097080.1	Vfaba.Hedin2.R1.1g128720.1
OG0012235	Vfaba.Tiffany.R1.1g097120.1	Vfaba.Hedin2.R1.1g128800.1
OG0012236	Vfaba.Tiffany.R1.1g097240.1	Vfaba.Hedin2.R1.1g128880.1
OG0012237	Vfaba.Tiffany.R1.1g097280.1	Vfaba.Hedin2.R1.1g128960.1
OG0012238	Vfaba.Tiffany.R1.1g097320.1	Vfaba.Hedin2.R1.1g129000.1
OG0012239	Vfaba.Tiffany.R1.1g097360.1	Vfaba.Hedin2.R1.1g129040.1
OG0012240	Vfaba.Tiffany.R1.1g097400.1	Vfaba.Hedin2.R1.1g129120.1
OG0012241	Vfaba.Tiffany.R1.1g097480.1	Vfaba.Hedin2.R1.1g129200.1
OG0012242	Vfaba.Tiffany.R1.1g097520.1	Vfaba.Hedin2.R1.1g129240.1
OG0012243	Vfaba.Tiffany.R1.1g097560.1	Vfaba.Hedin2.R1.1g129280.1
OG0012244	Vfaba.Tiffany.R1.1g097600.1, Vfaba.Tiffany.R1.6g003000.1	
OG0012245	Vfaba.Tiffany.R1.1g097640.1	Vfaba.Hedin2.R1.1g129320.1
